id express priority volume weight reward duration
115 0 1 25 20 1925 1062
116 0 1 19 27 1923 838
117 0 1 14 17 1922 536
118 0 1 22 27 1922 729
119 0 1 27 17 1922 690
120 0 1 25 18 1921 388
121 0 1 4 19 1921 518
122 0 1 24 20 1921 1004
123 0 1 28 17 1921 551
124 0 1 17 18 1919 519
125 0 1 25 25 1919 237
126 0 1 14 20 1918 410
127 0 1 18 14 1918 829
128 0 1 16 16 1918 559
129 0 1 26 28 1917 468
130 0 1 13 21 1916 852
131 0 1 28 22 1915 502
132 0 1 12 19 1915 362
133 0 1 13 21 1915 165
134 0 1 4 16 1913 294
135 0 1 3 16 1912 191
136 0 1 10 15 1912 760
137 0 1 26 18 1911 868
138 0 1 12 18 1911 353
139 0 1 24 28 1909 285
140 0 1 16 21 1908 128
141 0 1 25 21 1908 351
142 0 1 23 14 1907 1047
143 0 1 28 17 1907 529
144 0 1 23 19 1907 605
145 0 1 15 29 1906 928
146 0 1 12 25 1906 729
147 0 1 23 16 1904 941
148 0 1 26 16 1904 834
149 0 1 24 25 1903 1034
150 0 1 6 22 1903 537
151 0 1 19 21 1903 217
152 0 1 23 15 1902 707
153 0 1 28 13 1902 731
154 0 1 7 24 1902 491
155 0 1 3 17 1901 828
156 0 1 17 18 1901 989
157 0 1 29 17 1901 643
158 0 1 16 25 1900 563
159 0 1 7 15 1900 336
160 0 1 22 14 1900 1041
161 0 1 27 28 1899 705
162 0 1 16 29 1898 138
163 0 1 21 23 1897 1080
164 0 1 23 16 1897 900
165 0 1 4 14 1895 961
166 0 1 3 27 1895 736
167 0 1 14 17 1895 661
168 0 1 6 29 1895 420
169 0 1 28 16 1893 740
170 0 1 27 20 1893 531
171 0 1 4 22 1892 820
172 0 1 16 22 1891 1058
173 0 1 25 13 1890 622
174 0 1 10 24 1890 209
175 0 1 28 16 1890 935
176 0 1 15 16 1889 386
177 0 1 12 18 1889 153
178 0 1 7 13 1888 558
179 0 1 10 22 1888 348
180 0 1 25 21 1887 674
181 0 1 22 18 1887 571
182 0 1 7 25 1887 579
183 0 1 21 17 1885 1015
184 0 1 20 29 1885 925
185 0 1 25 27 1884 488
186 0 1 25 18 1884 258
187 0 1 12 17 1883 952
188 0 1 20 22 1882 792
189 0 1 27 18 1882 945
190 0 1 18 20 1880 1022
191 0 1 24 26 1880 801
192 0 1 3 29 1879 636
193 0 1 15 24 1878 714
194 0 1 3 13 1878 371
195 0 1 20 18 1878 985
196 0 1 27 14 1878 762
197 0 1 19 17 1878 456
198 0 1 14 23 1878 118
199 0 1 22 25 1877 1080
200 0 1 24 25 1877 1083
201 0 1 24 11 1876 952
202 0 1 23 29 1875 532
203 0 1 14 18 1875 179
204 0 1 13 27 1874 289
205 0 1 23 13 1874 464
206 0 1 27 17 1873 704
207 0 1 29 16 1873 580
208 0 1 26 27 1872 524
209 0 1 14 24 1872 910
210 0 1 19 24 1872 956
211 0 1 18 12 1872 339
212 0 1 12 13 1872 358
213 0 1 14 24 1871 547
214 0 1 20 21 1871 380
215 0 1 23 23 1870 558
216 0 1 17 19 1869 339
217 0 1 9 19 1868 124
218 0 1 5 22 1866 964
219 0 1 3 12 1866 1025
220 0 1 22 13 1866 581
221 0 1 12 21 1865 380
222 0 1 13 12 1863 473
223 0 1 28 17 1862 954
224 0 1 29 16 1862 794
225 0 1 16 25 1862 687
226 0 1 8 19 1862 728
227 0 1 15 12 1861 592
228 0 1 22 25 1861 899
229 0 1 21 13 1860 205
230 0 1 18 25 1859 552
231 0 1 22 12 1859 607
232 0 1 29 23 1858 1072
233 0 1 26 18 1858 562
234 0 1 17 16 1858 737
235 0 1 4 29 1858 241
236 0 1 8 11 1858 275
237 0 1 12 27 1857 973
238 0 1 8 19 1856 402
239 0 1 9 23 1856 927
240 0 1 8 17 1854 743
241 0 1 24 18 1853 1069
242 0 1 16 22 1853 311
243 0 1 12 16 1852 669
244 0 1 10 25 1852 1100
245 0 1 29 21 1852 843
246 0 1 13 17 1851 101
247 0 1 14 21 1850 329
248 0 1 13 16 1849 933
249 0 1 24 24 1848 498
250 0 1 4 18 1847 1044
251 0 1 7 25 1846 660
252 0 1 19 26 1845 661
253 0 1 21 25 1845 1022
254 0 1 15 28 1845 862
255 0 1 29 20 1844 893
256 0 1 15 13 1844 947
257 0 1 22 19 1844 190
258 0 1 20 21 1843 1065
259 0 1 3 29 1843 170
260 0 1 29 21 1843 172
261 0 1 10 13 1843 712
262 0 1 20 23 1841 975
263 0 1 14 11 1841 324
264 0 1 15 19 1841 368
265 0 1 8 16 1840 844
266 0 1 5 15 1839 684
267 0 1 26 22 1839 173
268 0 1 20 9 1839 976
269 0 1 24 10 1839 1099
270 0 1 7 14 1838 529
271 0 1 18 11 1838 151
272 0 1 18 18 1838 428
273 0 1 11 10 1837 849
274 0 1 21 19 1837 640
275 0 1 16 26 1837 370
276 0 1 18 19 1837 856
277 0 1 20 16 1836 585
278 0 1 3 19 1835 422
279 0 1 28 20 1834 304
280 0 1 16 25 1834 839
281 0 1 5 27 1834 169
282 0 1 14 18 1833 633
283 0 1 25 24 1832 318
284 0 1 23 19 1832 618
285 0 1 27 18 1831 699
286 0 1 22 18 1831 673
287 0 1 13 25 1831 546
288 0 1 18 17 1830 546
289 0 1 16 23 1830 677
290 0 1 20 27 1829 609
291 0 1 20 27 1828 818
292 0 1 7 20 1828 243
293 0 1 10 16 1828 788
294 0 1 21 15 1827 567
295 0 1 26 19 1827 295
296 0 1 29 29 1827 733
297 0 1 17 15 1826 672
298 0 1 26 19 1826 374
299 0 1 17 23 1825 839
300 0 1 25 28 1824 646
301 0 1 29 23 1824 540
302 0 1 18 18 1823 557
303 0 1 15 15 1823 650
304 0 1 28 19 1822 787
305 0 1 7 22 1822 847
306 0 1 27 12 1821 866
307 0 1 24 28 1821 703
308 0 1 5 14 1821 1002
309 0 1 6 29 1820 626
310 0 1 21 26 1820 352
311 0 1 24 15 1819 202
312 0 1 21 23 1819 282
313 0 1 7 24 1818 935
314 0 1 10 29 1818 735
315 0 1 27 16 1818 647
316 0 1 20 27 1817 921
317 0 1 10 18 1817 165
318 0 1 28 14 1817 452
319 0 1 4 25 1817 692
320 0 1 24 28 1816 1014
321 0 1 5 17 1816 817
322 0 1 8 10 1814 249
323 0 1 12 24 1813 657
324 0 1 16 15 1813 1091
325 0 1 14 21 1813 623
326 0 1 27 29 1812 823
327 0 1 10 12 1811 834
328 0 1 28 22 1810 1078
329 0 1 13 21 1810 154
330 0 1 20 13 1807 461
331 0 1 23 12 1807 172
332 0 1 9 17 1806 331
333 0 1 19 8 1806 997
334 0 1 29 10 1805 126
335 0 1 9 18 1805 552
336 0 1 10 11 1805 354
337 0 1 14 15 1805 894
338 0 1 20 12 1805 784
339 0 1 15 14 1805 482
340 0 1 27 17 1804 878
341 0 1 10 21 1804 786
342 0 1 13 20 1804 705
343 0 1 28 22 1802 507
344 0 1 23 21 1801 485
345 0 1 12 22 1801 964
346 0 1 4 20 1801 1033
347 0 1 16 27 1800 815
348 0 1 15 28 1800 362
349 0 1 14 10 1800 1009
350 0 1 22 20 1798 827
351 0 1 14 21 1798 854
352 0 1 5 16 1798 187
353 0 1 17 27 1798 740
354 0 1 15 17 1798 895
355 0 1 26 19 1798 339
356 0 1 15 18 1795 715
357 0 1 5 29 1795 233
358 0 1 24 20 1795 495
359 0 1 16 13 1795 257
360 0 1 9 29 1794 805
361 0 1 16 16 1794 234
362 0 1 17 16 1794 640
363 0 1 7 17 1793 915
364 0 1 12 29 1793 993
365 0 1 22 24 1792 509
366 0 1 24 27 1791 667
367 0 1 3 11 1790 888
368 0 1 4 19 1789 320
369 0 1 4 13 1789 1060
370 0 1 3 10 1789 758
371 0 1 18 12 1789 290
372 0 1 16 25 1789 986
373 0 1 15 15 1788 562
374 0 1 14 26 1787 151
375 0 1 9 29 1787 508
376 0 1 19 25 1786 916
377 0 1 23 28 1786 371
378 0 1 15 29 1785 813
379 0 1 3 13 1785 553
380 0 1 20 29 1785 158
381 0 1 5 23 1784 568
382 0 1 7 15 1783 974
383 0 1 23 17 1783 651
384 0 1 25 29 1783 428
385 0 1 15 24 1783 977
386 0 1 16 20 1782 243
387 0 1 11 17 1782 951
388 0 1 23 22 1782 370
389 0 1 21 14 1781 436
390 0 1 22 27 1780 637
391 0 1 23 25 1780 1059
392 0 1 18 26 1780 675
393 0 1 9 29 1780 244
394 0 1 5 16 1780 576
395 0 1 18 25 1780 402
396 0 1 13 23 1779 1060
397 0 1 19 12 1778 609
398 0 1 21 24 1778 488
399 0 1 24 28 1778 609
400 0 1 20 22 1777 449
401 0 1 21 11 1777 358
402 0 1 24 13 1775 1080
403 0 1 12 17 1775 903
404 0 1 9 20 1775 1060
405 0 1 12 18 1775 857
406 0 1 9 19 1775 1067
407 0 1 4 12 1774 827
408 0 1 12 25 1774 456
409 0 1 7 26 1773 236
410 0 1 16 13 1773 396
411 0 1 20 17 1772 611
412 0 1 10 18 1772 517
413 0 1 7 10 1772 321
414 0 1 24 13 1771 1012
415 0 1 4 15 1771 793
416 0 1 23 17 1771 772
417 0 1 21 16 1769 371
418 0 1 20 25 1769 260
419 0 1 6 28 1769 1036
420 0 1 17 10 1769 718
421 0 1 11 15 1768 460
422 0 1 16 14 1768 144
423 0 1 26 15 1768 792
424 0 1 14 13 1767 965
425 0 1 24 27 1765 202
426 0 1 12 15 1765 690
427 0 1 11 20 1764 196
428 0 1 25 11 1763 850
429 0 1 4 11 1763 345
430 0 1 28 28 1763 784
431 0 1 14 25 1762 699
432 0 1 3 12 1762 1097
433 0 1 18 21 1762 1028
434 0 1 24 27 1761 459
435 0 1 15 18 1761 167
436 0 1 15 25 1759 753
437 0 1 23 9 1759 511
438 0 1 6 25 1759 645
439 0 1 19 22 1758 192
440 0 1 5 23 1758 135
441 0 1 4 15 1758 1066
442 0 1 8 16 1757 672
443 0 1 21 11 1757 521
444 0 1 17 26 1757 928
445 0 1 8 10 1757 244
446 0 1 24 26 1756 914
447 0 1 14 27 1755 854
448 0 1 24 28 1755 907
449 0 1 27 23 1753 473
450 0 1 14 28 1753 393
451 0 1 17 21 1752 734
452 0 1 10 9 1752 1059
453 0 1 7 18 1751 823
454 0 1 28 12 1751 227
455 0 1 7 29 1751 1035
456 0 1 9 16 1750 903
457 0 1 5 18 1749 633
458 0 1 5 24 1749 113
459 0 1 27 16 1749 1073
460 0 1 4 27 1748 768
461 0 1 22 18 1748 180
462 0 1 29 20 1748 153
463 0 1 3 22 1747 499
464 0 1 11 11 1747 619
465 0 1 24 11 1747 966
466 0 1 7 27 1747 473
467 0 1 23 28 1747 478
468 0 1 13 15 1747 483
469 0 1 26 15 1747 466
470 0 1 26 18 1747 644
471 0 1 24 15 1746 185
472 0 1 28 13 1745 862
473 0 1 17 19 1745 140
474 0 1 6 12 1745 965
475 0 1 26 24 1744 176
476 0 1 7 19 1744 110
477 0 1 5 13 1744 1010
478 0 1 28 19 1743 232
479 0 1 10 12 1742 489
480 0 1 7 15 1742 835
481 0 1 11 27 1742 306
482 0 1 17 22 1742 985
483 0 1 10 16 1741 262
484 0 1 29 20 1741 381
485 0 1 17 19 1740 131
486 0 1 12 11 1740 513
487 0 1 23 10 1740 120
488 0 1 19 20 1740 538
489 0 1 16 24 1740 312
490 0 1 24 27 1740 250
491 0 1 16 23 1740 760
492 0 1 24 20 1739 167
493 0 1 22 27 1739 818
494 0 1 14 8 1739 249
495 0 1 28 29 1738 497
496 0 1 20 10 1738 611
497 0 1 8 26 1738 197
498 0 1 16 12 1738 849
499 0 1 21 16 1737 623
500 0 1 11 8 1737 124
501 0 1 22 22 1737 193
502 0 1 11 27 1736 612
503 0 1 27 24 1736 120
504 0 1 29 27 1736 365
505 0 1 28 11 1736 855
506 0 1 4 16 1736 600
507 0 1 27 9 1736 669
508 0 1 21 27 1735 164
509 0 1 26 9 1735 390
510 0 1 3 24 1735 1078
511 0 1 7 14 1734 457
512 0 1 15 24 1734 571
513 0 1 16 12 1734 249
514 0 1 19 14 1734 544
515 0 1 11 15 1733 416
516 0 1 26 9 1732 587
517 0 1 26 28 1732 432
518 0 1 8 21 1731 617
519 0 1 13 28 1731 729
520 0 1 25 13 1731 726
521 0 1 19 12 1731 500
522 0 1 4 12 1730 250
523 0 1 18 23 1729 635
524 0 1 27 17 1729 460
525 0 1 15 12 1728 910
526 0 1 9 16 1725 367
527 0 1 6 10 1725 934
528 0 1 3 23 1725 712
529 0 1 3 25 1724 923
530 0 1 28 26 1724 750
531 0 1 12 9 1723 165
532 0 1 27 15 1722 861
533 0 1 22 17 1722 169
534 0 1 10 12 1721 691
535 0 1 25 12 1721 805
536 0 1 26 25 1721 238
537 0 1 7 26 1720 783
538 0 1 27 11 1720 913
539 0 1 29 12 1720 876
540 0 1 17 22 1720 1090
541 0 1 4 21 1719 562
542 0 1 20 21 1719 572
543 0 1 8 24 1719 377
544 0 1 22 8 1718 636
545 0 1 3 13 1718 924
546 0 1 10 23 1718 908
547 0 1 28 23 1717 614
548 0 1 26 19 1717 550
549 0 1 10 13 1717 540
550 0 1 22 23 1716 367
551 0 1 26 13 1716 858
552 0 1 12 9 1716 999
553 0 1 20 20 1716 694
554 0 1 25 24 1716 296
555 0 1 27 24 1716 728
556 0 1 29 22 1716 773
557 0 1 29 23 1715 454
558 0 1 4 10 1715 942
559 0 1 18 13 1715 956
560 0 1 12 27 1715 569
561 0 1 15 20 1714 238
562 0 1 3 27 1713 115
563 0 1 7 29 1712 116
564 0 1 22 20 1712 725
565 0 1 13 28 1712 674
566 0 1 17 18 1712 1078
567 0 1 25 23 1712 275
568 0 1 26 24 1711 248
569 0 1 9 23 1711 901
570 0 1 16 16 1711 572
571 0 1 21 8 1710 693
572 0 1 13 8 1709 354
573 0 1 12 17 1709 1060
574 0 1 26 23 1709 1040
575 0 1 13 18 1708 736
576 0 1 21 20 1708 460
577 0 1 8 23 1706 460
578 0 1 20 10 1706 918
579 0 1 14 23 1706 506
580 0 1 4 12 1705 310
581 0 1 21 29 1705 774
582 0 1 26 19 1704 755
583 0 1 9 26 1704 1067
584 0 1 10 16 1704 672
585 0 1 21 11 1703 1078
586 0 1 18 15 1702 1068
587 0 1 8 28 1702 994
588 0 1 11 13 1702 260
589 0 1 25 12 1701 1022
590 0 1 5 15 1701 624
591 0 1 23 16 1700 1014
592 0 1 9 29 1700 490
593 0 1 12 16 1699 383
594 0 1 26 7 1699 453
595 0 1 6 16 1699 852
596 0 1 11 9 1698 122
597 0 1 5 21 1697 683
598 0 1 12 22 1696 902
599 0 1 19 7 1696 483
600 0 1 29 22 1696 162
601 0 1 29 11 1696 194
602 0 1 7 18 1696 655
603 0 1 9 24 1695 708
604 0 1 29 24 1695 478
605 0 1 5 20 1694 276
606 0 1 22 17 1694 732
607 0 1 12 15 1694 429
608 0 1 14 28 1693 160
609 0 1 27 29 1693 133
610 0 1 15 23 1693 1089
611 0 1 22 16 1692 953
612 0 1 7 27 1692 735
613 0 1 25 25 1691 179
614 0 1 11 7 1691 215
615 0 1 29 10 1691 1038
616 0 1 22 7 1691 783
617 0 1 7 28 1691 1030
618 0 1 15 13 1690 441
619 0 1 3 26 1690 753
620 0 1 15 11 1690 1072
621 0 1 9 13 1690 488
622 0 1 27 28 1690 604
623 0 1 25 23 1690 116
624 0 1 26 9 1690 447
625 0 1 13 19 1689 280
626 0 1 5 13 1689 837
627 0 1 16 7 1689 139
628 0 1 5 24 1688 442
629 0 1 20 19 1688 319
630 0 1 6 8 1688 402
631 0 1 29 13 1688 570
632 0 1 16 18 1687 917
633 0 1 28 19 1687 971
634 0 1 17 13 1686 604
635 0 1 5 27 1686 441
636 0 1 19 25 1685 1078
637 0 1 12 24 1685 432
638 0 1 18 13 1685 449
639 0 1 22 21 1685 970
640 0 1 21 8 1685 655
641 0 1 27 8 1685 494
642 0 1 4 18 1684 532
643 0 1 12 12 1684 931
644 0 1 17 19 1683 303
645 0 1 20 28 1683 797
646 0 1 7 22 1683 877
647 0 1 3 14 1683 141
648 0 1 5 18 1682 272
649 0 1 10 23 1680 592
650 0 1 15 22 1680 1079
651 0 1 29 19 1679 638
652 0 1 7 29 1679 605
653 0 1 4 13 1678 652
654 0 1 12 28 1678 979
655 0 1 15 10 1677 900
656 0 1 13 19 1677 442
657 0 1 22 7 1677 359
658 0 1 10 29 1677 282
659 0 1 24 28 1677 943
660 0 1 10 13 1676 637
661 0 1 8 12 1676 263
662 0 1 27 17 1676 380
663 0 1 8 22 1675 538
664 0 1 14 12 1675 740
665 0 1 11 8 1675 732
666 0 1 8 25 1675 448
667 0 1 3 18 1675 286
668 0 1 25 19 1675 633
669 0 1 7 7 1674 819
670 0 1 28 12 1674 697
671 0 1 19 14 1674 993
672 0 1 15 20 1673 676
673 0 1 15 25 1673 506
674 0 1 18 25 1672 745
675 0 1 9 21 1672 607
676 0 1 5 12 1671 823
677 0 1 4 11 1671 127
678 0 1 29 13 1671 312
679 0 1 11 28 1671 530
680 0 1 5 25 1671 619
681 0 1 22 9 1670 1089
682 0 1 23 26 1670 691
683 0 1 8 19 1669 770
684 0 1 13 15 1669 302
685 0 1 16 23 1667 588
686 0 1 23 26 1666 408
687 0 1 19 16 1666 1023
688 0 1 16 9 1666 508
689 0 1 15 24 1665 698
690 0 1 19 22 1665 990
691 0 1 6 8 1665 262
692 0 1 24 13 1665 688
693 0 1 21 29 1664 987
694 0 1 7 14 1663 522
695 0 1 12 18 1662 752
696 0 1 28 12 1662 741
697 0 1 4 24 1662 203
698 0 1 21 14 1662 975
699 0 1 15 14 1662 1016
700 0 1 14 29 1661 671
701 0 1 5 7 1660 795
702 0 1 18 20 1660 830
703 0 1 28 25 1660 486
704 0 1 23 8 1659 812
705 0 1 10 19 1659 505
706 0 1 26 15 1657 865
707 0 1 8 14 1657 730
708 0 1 11 27 1656 515
709 0 1 19 27 1656 677
710 0 1 4 25 1656 210
711 0 1 8 11 1655 441
712 0 1 27 10 1655 547
713 0 1 23 14 1655 672
714 0 1 14 24 1654 733
715 0 1 28 21 1654 289
716 0 1 21 25 1654 119
717 0 1 6 16 1654 1000
718 0 1 6 12 1653 302
719 0 1 10 23 1653 284
720 0 1 27 16 1650 963
721 0 1 26 24 1650 916
722 0 1 16 17 1650 513
723 0 1 13 18 1650 173
724 0 1 25 15 1649 650
725 0 1 21 21 1649 767
726 0 1 29 28 1649 958
727 0 1 18 12 1648 1032
728 0 1 17 13 1648 523
729 0 1 13 27 1648 738
730 0 1 14 22 1647 244
731 0 1 12 9 1647 562
732 0 1 12 13 1647 761
733 0 1 27 12 1646 785
734 0 1 19 20 1646 394
735 0 1 4 22 1645 154
736 0 1 15 19 1645 781
737 0 1 26 23 1645 1025
738 0 1 14 13 1645 641
739 0 1 13 29 1645 817
740 0 1 5 13 1644 650
741 0 1 18 19 1643 414
742 0 1 21 15 1643 147
743 0 1 26 13 1642 507
744 0 1 5 12 1642 128
745 0 1 24 12 1642 238
746 0 1 17 29 1640 510
747 0 1 5 14 1640 1020
748 0 1 28 24 1640 780
749 0 1 12 13 1640 125
750 0 1 11 14 1639 942
751 0 1 26 26 1638 203
752 0 1 22 20 1638 334
753 0 1 10 28 1638 350
754 0 1 14 8 1638 159
755 0 1 28 9 1637 127
756 0 1 26 12 1637 126
757 0 1 12 23 1636 238
758 0 1 18 10 1636 370
759 0 1 16 14 1636 810
760 0 1 3 13 1636 665
761 0 1 4 21 1635 499
762 0 1 11 14 1635 377
763 0 1 6 7 1635 760
764 0 1 25 23 1634 1063
765 0 1 9 25 1634 1095
766 0 1 12 20 1634 458
767 0 1 19 10 1634 275
768 0 1 3 23 1633 696
769 0 1 9 20 1632 1017
770 0 1 21 28 1631 1049
771 0 1 21 22 1631 814
772 0 1 3 16 1630 117
773 0 1 7 14 1630 369
774 0 1 3 26 1630 954
775 0 1 19 8 1630 354
776 0 1 20 9 1629 164
777 0 1 12 8 1629 1100
778 0 1 16 18 1628 1026
779 0 1 26 23 1628 1087
780 0 1 21 14 1627 529
781 0 1 20 8 1626 645
782 0 1 5 24 1625 1057
783 0 1 25 17 1625 799
784 0 1 10 16 1625 622
785 0 1 17 15 1623 217
786 0 1 18 27 1623 749
787 0 1 12 22 1622 367
788 0 1 28 28 1622 918
789 0 1 11 11 1622 235
790 0 1 20 18 1622 596
791 0 1 15 15 1621 321
792 0 1 7 15 1621 856
793 0 1 28 18 1620 156
794 0 1 29 25 1620 587
795 0 1 28 12 1619 511
796 0 1 13 11 1619 674
797 0 1 5 21 1619 354
798 0 1 25 17 1618 257
799 0 1 16 8 1618 527
800 0 1 28 26 1617 345
801 0 1 5 22 1617 229
802 0 1 7 20 1616 478
803 0 1 5 10 1616 479
804 0 1 22 10 1615 756
805 0 1 9 11 1615 454
806 0 1 20 20 1614 795
807 0 1 8 18 1613 494
808 0 1 28 26 1613 123
809 0 1 8 16 1613 972
810 0 1 17 24 1613 630
811 0 1 4 18 1612 1032
812 0 1 27 25 1612 260
813 0 1 22 28 1611 694
814 0 1 25 23 1611 158
815 0 1 9 26 1611 200
816 0 1 13 20 1610 907
817 0 1 15 16 1609 1065
818 0 1 12 12 1609 1054
819 0 1 10 9 1608 313
820 0 1 7 23 1608 596
821 0 1 23 10 1608 958
822 0 1 7 18 1608 513
823 0 1 15 15 1607 803
824 0 1 16 20 1607 1009
825 0 1 21 7 1607 577
826 0 1 7 15 1607 356
827 0 1 25 29 1606 638
828 0 1 18 28 1606 875
829 0 1 27 20 1606 202
830 0 1 26 7 1605 263
831 0 1 24 21 1605 208
832 0 1 20 10 1605 593
833 0 1 11 15 1605 1028
834 0 1 22 25 1604 150
835 0 1 27 17 1604 268
836 0 1 27 20 1603 1040
837 0 1 12 24 1602 906
838 0 1 8 27 1601 921
839 0 1 28 23 1601 320
840 0 1 6 21 1601 451
841 0 1 24 13 1601 999
842 0 1 26 28 1600 310
843 0 1 22 15 1600 834
844 0 1 12 24 1600 618
845 0 1 12 9 1600 581
846 0 1 4 20 1600 639
847 0 1 24 21 1599 453
848 0 1 26 22 1599 796
849 0 1 22 10 1599 957
850 0 1 5 17 1597 569
851 0 1 25 19 1597 174
852 0 1 6 12 1596 589
853 0 1 28 22 1596 1046
854 0 1 14 17 1596 796
855 0 1 25 16 1596 228
856 0 1 27 23 1594 267
857 0 1 26 16 1592 246
858 0 1 12 11 1592 787
859 0 1 3 22 1591 770
860 0 1 18 20 1591 592
861 0 1 11 17 1591 546
862 0 1 20 9 1591 288
863 0 1 4 26 1591 385
864 0 1 9 21 1591 346
865 0 1 3 12 1590 787
866 0 1 11 19 1590 192
867 0 1 24 11 1590 401
868 0 1 13 26 1589 194
869 0 1 12 23 1588 732
870 0 1 6 7 1588 974
871 0 1 12 27 1587 419
872 0 1 6 19 1586 245
873 0 1 22 28 1585 337
874 0 1 15 27 1585 256
875 0 1 17 29 1585 335
876 0 1 19 23 1585 505
877 0 1 8 27 1585 394
878 0 1 13 13 1585 1055
879 0 1 22 18 1584 297
880 0 1 23 7 1583 174
881 0 1 25 22 1583 871
882 0 1 16 15 1583 724
883 0 1 13 17 1583 842
884 0 1 11 19 1582 731
885 0 1 5 25 1582 207
886 0 1 4 28 1582 263
887 0 1 4 22 1581 772
888 0 1 15 26 1581 153
889 0 1 12 7 1580 845
890 0 1 16 18 1578 450
891 0 1 28 11 1578 106
892 0 1 14 7 1578 1098
893 0 1 25 16 1578 1020
894 0 1 16 23 1578 119
895 0 1 25 28 1578 888
896 0 1 3 8 1577 446
897 0 1 10 26 1576 1065
898 0 1 22 23 1574 416
899 0 1 15 10 1574 965
900 0 1 22 11 1574 115
901 0 1 24 16 1574 199
902 0 1 15 16 1574 603
903 0 1 24 22 1573 448
904 0 1 17 9 1573 626
905 0 1 20 17 1573 958
906 0 1 14 12 1573 777
907 0 1 22 17 1572 1015
908 0 1 19 9 1571 511
909 0 1 22 9 1571 895
910 0 1 17 21 1571 989
911 0 1 17 16 1570 536
912 0 1 23 11 1570 281
913 0 1 4 15 1570 900
914 0 1 16 22 1570 152
915 0 1 13 10 1569 658
916 0 1 10 22 1569 511
917 0 1 11 24 1567 690
918 0 1 22 22 1567 209
919 0 1 14 20 1567 879
920 0 1 3 11 1567 585
921 0 1 28 11 1566 616
922 0 1 21 13 1566 501
923 0 1 7 8 1566 841
924 0 1 7 23 1566 578
