id express priority volume weight reward duration
129 0 0 16 29 1739 656
130 0 0 16 29 533 935
131 1 0 9 6 748 381
132 0 0 22 13 709 953
133 0 0 3 3 575 287
134 0 0 28 9 1185 918
135 0 0 6 19 486 789
136 0 0 16 13 654 720
137 0 0 3 22 1662 201
138 0 0 16 3 262 658
139 0 0 3 10 1475 786
140 0 0 6 3 453 537
141 0 0 22 16 1175 863
142 0 0 29 10 1463 145
143 0 0 3 13 1889 538
144 0 0 6 29 1800 116
145 0 0 7 7 1524 189
146 0 0 19 13 1904 276
147 0 0 6 29 1859 261
148 0 0 3 3 715 977
149 0 0 13 13 1714 399
150 0 0 22 10 1079 154
151 0 0 13 29 719 531
152 0 0 3 16 1456 192
153 0 0 13 3 795 302
154 0 0 13 13 1008 398
155 0 0 22 13 1897 272
156 0 0 29 22 561 236
157 0 0 29 26 1724 482
158 0 0 19 25 844 478
159 1 0 6 26 1143 180
160 0 0 16 26 1789 1077
161 0 0 16 19 1873 697
162 0 0 26 19 244 1055
163 0 0 23 13 206 128
164 0 0 3 16 220 351
165 0 0 6 6 631 145
166 0 0 10 3 1641 417
167 0 0 9 13 211 1039
168 0 0 26 16 1296 524
169 0 0 16 29 1593 882
170 1 0 25 16 1200 591
171 1 0 6 16 1023 132
172 0 0 13 10 1614 331
173 1 0 3 19 952 540
174 0 0 22 13 226 631
175 0 0 20 10 1569 720
176 0 0 22 25 1227 810
177 0 0 10 19 1278 267
178 0 0 23 29 1789 900
179 0 0 25 25 371 509
180 0 0 22 22 930 324
181 0 0 13 29 1255 923
182 0 0 9 25 1529 1008
183 0 0 22 16 1598 841
184 0 0 20 26 1863 104
185 0 0 19 22 1804 622
186 0 0 6 13 1201 715
187 0 0 20 7 386 964
188 0 0 25 22 1331 509
189 0 0 16 19 234 1001
190 0 0 10 13 419 950
191 0 0 25 28 1521 284
192 0 0 13 3 203 818
193 0 0 3 13 1502 270
194 0 0 28 16 827 999
195 0 0 29 29 969 833
196 0 0 3 20 1434 362
197 0 0 13 3 455 292
198 0 0 16 13 1477 513
199 0 0 26 20 1645 318
200 0 0 13 25 550 100
201 0 0 16 13 671 726
202 0 0 23 26 1594 1052
203 0 0 13 6 223 597
204 0 0 26 10 574 593
205 0 0 16 23 746 416
206 0 0 3 19 1928 713
207 0 0 16 10 396 514
208 1 0 7 23 907 152
209 0 0 22 3 1492 283
210 1 0 29 10 483 1038
211 0 0 23 23 1382 991
212 0 0 3 13 685 443
213 1 0 22 19 1628 332
214 0 0 20 23 1236 246
215 0 0 22 25 914 337
216 0 0 6 22 562 614
217 0 0 3 16 1796 762
218 0 0 6 6 1445 1014
219 0 0 26 13 1295 104
220 0 0 10 7 1801 301
221 0 0 3 13 1210 892
222 0 0 16 29 1883 380
223 0 0 29 20 1704 502
224 0 0 19 3 1814 369
225 0 0 19 3 784 755
226 0 0 10 29 1488 1094
227 0 0 28 19 828 888
228 0 0 16 6 1188 697
229 0 0 13 23 1714 347
230 0 0 13 3 699 1056
231 0 0 26 19 1397 1043
232 0 0 7 7 501 800
233 0 0 9 13 1442 168
234 0 0 19 6 217 732
235 0 0 10 16 1202 634
236 1 0 19 25 305 782
237 0 0 26 6 1156 1073
238 0 0 29 13 1014 130
239 0 0 6 19 1243 977
240 0 0 3 22 940 937
241 0 0 7 29 743 826
242 0 0 16 28 875 1094
243 0 0 10 29 676 526
244 0 0 23 26 1913 600
245 0 0 16 6 1907 397
246 1 0 10 13 347 187
247 0 0 7 16 789 650
248 0 0 9 25 849 1008
249 0 0 6 22 597 540
250 0 0 3 23 571 632
251 1 0 13 16 1838 354
252 0 0 26 22 1065 616
253 0 0 7 13 734 917
254 0 0 19 3 1982 619
255 0 0 19 22 1260 355
256 0 0 10 29 1065 111
257 0 0 28 22 330 563
258 0 0 10 6 1765 970
259 0 0 3 10 984 463
260 0 0 6 16 618 1039
261 0 0 3 3 355 869
262 0 0 7 10 1672 419
263 0 0 22 28 1002 795
264 0 0 26 26 1170 838
265 0 0 7 20 1577 1043
266 0 0 22 19 602 291
267 0 0 6 6 779 122
268 0 0 26 29 267 777
269 0 0 19 28 486 840
270 0 0 16 3 279 744
271 0 0 7 26 1257 632
272 0 0 22 9 1805 279
273 0 0 6 16 647 872
274 0 0 20 20 418 893
275 0 0 19 9 1897 881
276 0 0 22 22 318 898
277 0 0 29 16 584 203
278 0 0 16 22 491 581
279 0 0 16 3 477 194
280 0 0 29 20 1972 641
281 0 0 9 16 814 281
282 0 0 13 6 1475 889
283 0 0 7 20 1241 674
284 0 0 16 28 1863 653
285 1 0 22 10 1233 546
286 0 0 20 13 848 198
287 0 0 22 22 626 1048
288 0 0 13 10 629 410
289 0 0 29 16 1442 123
290 0 0 19 16 1319 385
291 0 0 19 16 1012 845
292 0 0 20 16 1200 991
293 0 0 25 22 580 176
294 0 0 19 6 324 237
295 0 0 10 13 414 478
296 0 0 28 6 1953 299
297 0 0 16 29 1142 878
298 0 0 13 3 690 686
299 0 0 19 28 213 755
300 0 0 22 29 1448 487
301 1 0 26 7 618 442
302 0 0 19 28 512 778
303 0 0 6 13 1713 686
304 0 0 3 13 1313 1080
305 0 0 16 16 1633 195
306 0 0 6 29 834 900
307 0 0 20 3 1785 160
308 0 0 16 28 935 528
309 0 0 16 29 1083 521
310 0 0 7 7 828 643
311 0 0 28 6 1636 436
312 0 0 3 19 901 980
313 0 0 20 16 823 524
314 0 0 9 6 1467 681
315 0 0 3 13 355 737
316 1 0 20 23 1551 986
317 0 0 22 28 1717 549
318 0 0 29 10 243 775
319 0 0 13 23 916 1026
320 0 0 19 3 638 618
321 0 0 10 22 1694 969
322 0 0 13 26 1639 927
323 0 0 19 3 1547 279
324 0 0 13 6 1062 195
325 0 0 20 7 894 300
326 0 0 19 16 1489 751
327 0 0 19 19 1990 106
328 1 0 29 26 1522 215
329 0 0 16 3 704 1025
330 0 0 16 16 878 697
331 0 0 13 29 626 332
332 0 0 28 6 1208 309
333 0 0 19 19 1956 207
334 0 0 7 29 598 161
335 0 0 19 3 522 1009
336 0 0 26 26 1261 1009
337 0 0 20 13 1054 815
338 0 0 6 19 996 631
339 0 0 19 22 691 728
340 0 0 20 23 204 293
341 0 0 9 9 427 447
342 0 0 19 13 884 455
343 0 0 3 10 1791 520
344 0 0 19 13 1040 651
345 0 0 6 22 666 504
346 0 0 10 13 1315 328
347 0 0 13 6 1987 926
348 0 0 16 29 1002 441
349 1 0 29 23 1148 789
350 0 0 22 6 683 553
351 0 0 10 6 542 430
352 1 0 23 29 957 387
353 0 0 16 16 706 408
354 0 0 19 22 1897 986
355 0 0 13 13 967 355
356 0 0 25 13 546 1056
357 0 0 19 13 1875 107
358 0 0 29 10 1657 287
359 0 0 3 13 1306 202
360 0 0 16 3 227 464
361 0 0 13 20 1951 729
362 0 0 13 6 1699 1020
363 0 0 22 19 470 470
364 0 0 13 23 560 244
365 0 0 25 22 861 590
366 0 0 19 22 1440 777
367 0 0 23 23 1366 481
368 0 0 28 19 1240 826
369 0 0 26 6 774 314
370 0 0 23 7 936 609
371 0 0 19 16 1351 615
372 0 0 19 26 309 271
373 1 0 7 10 1630 963
374 1 0 22 22 265 766
375 0 0 29 19 1268 1095
376 0 0 23 29 1232 389
377 0 0 28 16 327 1010
378 0 0 22 3 1565 763
379 0 0 13 16 1785 297
380 0 0 13 6 580 558
381 0 0 22 29 1500 828
382 0 0 7 16 764 617
383 0 0 28 25 952 377
384 0 0 10 19 709 692
385 0 0 20 13 636 446
386 0 0 16 3 1518 1053
387 0 0 10 6 1747 577
388 0 0 23 3 1396 143
389 0 0 25 22 471 448
390 0 0 26 22 1513 447
391 1 0 3 3 699 786
392 1 0 3 13 530 916
393 0 0 6 10 465 900
394 1 0 3 13 751 234
395 0 0 6 6 1058 294
396 0 0 3 3 1563 535
397 0 0 10 23 1205 1088
398 0 0 6 19 1185 822
399 0 0 19 26 836 356
400 0 0 7 13 1210 414
401 0 0 6 19 406 430
402 0 0 16 16 772 229
403 0 0 3 23 697 699
404 0 0 19 22 1200 449
405 0 0 13 10 606 592
406 1 0 23 7 983 372
407 0 0 22 28 347 1058
408 0 0 16 16 527 1100
409 0 0 23 20 1786 1041
410 0 0 22 9 1509 598
411 0 0 6 10 713 921
412 0 0 20 16 851 446
413 0 0 25 13 609 1070
414 0 0 22 10 1848 196
415 0 0 3 16 1391 846
416 0 0 28 22 1166 491
417 1 0 26 29 610 917
418 0 0 16 29 1730 638
419 0 0 6 6 1921 197
420 1 0 26 22 1165 1100
421 0 0 23 16 1936 498
422 1 0 13 6 490 406
423 0 0 10 29 1194 399
424 0 0 23 23 881 353
425 0 0 19 6 1813 756
426 0 0 6 3 1176 551
427 0 0 13 13 1679 146
428 0 0 28 6 707 517
429 0 0 26 16 1303 358
430 1 0 7 3 1607 273
431 0 0 13 9 1857 1017
432 0 0 19 29 1523 353
433 0 0 10 26 1843 187
434 0 0 6 6 442 900
435 0 0 19 10 1820 348
436 1 0 7 10 801 919
437 0 0 3 22 1768 195
438 0 0 3 16 1105 256
439 0 0 16 3 836 819
440 0 0 22 25 224 467
441 0 0 10 10 553 631
442 0 0 13 16 1894 625
443 0 0 3 16 753 124
444 0 0 29 16 1369 817
445 0 0 20 23 1325 338
446 0 0 13 25 1026 365
447 1 0 19 6 1108 1031
448 1 0 13 13 1710 800
449 0 0 16 16 287 918
